filename,path,doc_type,confidence,method
dialog_state_tracking_preprocessor.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\modelscope\preprocessors\nlp\space\dialog_state_tracking_preprocessor.py,technical_script,0.98,pattern_override
dialog_state_tracking_preprocessor.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\modelscope\preprocessors\nlp\space\__pycache__\dialog_state_tracking_preprocessor.cpython-311.pyc,compiled_code,0.99,pattern_override
conversational_text_to_sql_preprocessor.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\modelscope\preprocessors\nlp\space_T_en\__pycache__\conversational_text_to_sql_preprocessor.cpython-311.pyc,compiled_code,0.99,pattern_override
text_generation_preprocessor.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\modelscope\preprocessors\nlp\__pycache__\text_generation_preprocessor.cpython-311.pyc,compiled_code,0.99,pattern_override
text2phone.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\modelscope\preprocessors\ofa\utils\__pycache__\text2phone.cpython-311.pyc,compiled_code,0.99,pattern_override
text2sql.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\modelscope\preprocessors\ofa\__pycache__\text2sql.cpython-311.pyc,compiled_code,0.99,pattern_override
tools_prompt.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\modelscope\preprocessors\templates\tools_prompt.py,technical_script,0.98,pattern_override
action_detection_trainer.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\modelscope\trainers\cv\__pycache__\action_detection_trainer.cpython-311.pyc,compiled_code,0.99,pattern_override
swift_hook.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\modelscope\trainers\hooks\swift\__pycache__\swift_hook.cpython-311.pyc,compiled_code,0.99,pattern_override
__init__.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\modelscope\trainers\lrscheduler\__pycache__\__init__.cpython-311.pyc,compiled_code,0.99,pattern_override
custom_diffusion_trainer.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\modelscope\trainers\multi_modal\custom_diffusion\__pycache__\custom_diffusion_trainer.cpython-311.pyc,compiled_code,0.99,pattern_override
sentence_embedding_trainer.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\modelscope\trainers\nlp\sentence_embedding_trainer.py,technical_script,0.98,pattern_override
intent_trainer.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\modelscope\trainers\nlp\space\trainer\intent_trainer.py,technical_script,0.98,pattern_override
intent_trainer.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\modelscope\trainers\nlp\space\trainer\__pycache__\intent_trainer.cpython-311.pyc,compiled_code,0.99,pattern_override
file_utils.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\modelscope\utils\file_utils.py,technical_script,0.98,pattern_override
tts_exceptions.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\modelscope\utils\audio\__pycache__\tts_exceptions.cpython-311.pyc,compiled_code,0.99,pattern_override
motion_process.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\modelscope\utils\cv\motion_utils\__pycache__\motion_process.cpython-311.pyc,compiled_code,0.99,pattern_override
patcher.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\modelscope\utils\hf_util\patcher.py,technical_script,0.98,pattern_override
input_output_typing.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\modelscope\utils\__pycache__\input_output_typing.cpython-311.pyc,compiled_code,0.99,pattern_override
thread_utils.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\modelscope\utils\__pycache__\thread_utils.cpython-311.pyc,compiled_code,0.99,pattern_override
axes_grid.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\mpl_toolkits\axes_grid1\axes_grid.py,technical_script,0.98,pattern_override
about.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\murmurhash\__pycache__\about.cpython-311.pyc,compiled_code,0.99,pattern_override
communicability_alg.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\algorithms\communicability_alg.py,technical_script,0.98,pattern_override
triads.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\algorithms\triads.py,technical_script,0.98,pattern_override
test_steinertree.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\algorithms\approximation\tests\__pycache__\test_steinertree.cpython-311.pyc,compiled_code,0.99,pattern_override
vertex_cover.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\algorithms\approximation\__pycache__\vertex_cover.cpython-311.pyc,compiled_code,0.99,pattern_override
test_neighbor_degree.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\algorithms\assortativity\tests\__pycache__\test_neighbor_degree.cpython-311.pyc,compiled_code,0.99,pattern_override
flow_matrix.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\algorithms\centrality\flow_matrix.py,technical_script,0.98,pattern_override
test_current_flow_betweenness_centrality_subset.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\algorithms\centrality\tests\test_current_flow_betweenness_centrality_subset.py,technical_script,0.98,pattern_override
test_load_centrality.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\algorithms\centrality\tests\test_load_centrality.py,technical_script,0.98,pattern_override
__init__.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\algorithms\coloring\__pycache__\__init__.cpython-311.pyc,compiled_code,0.99,pattern_override
__init__.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\algorithms\community\tests\__init__.py,technical_script,0.98,pattern_override
quality.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\algorithms\community\__pycache__\quality.cpython-311.pyc,compiled_code,0.99,pattern_override
test_weakly_connected.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\algorithms\components\tests\test_weakly_connected.py,technical_script,0.98,pattern_override
__init__.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\algorithms\components\tests\__pycache__\__init__.cpython-311.pyc,compiled_code,0.99,pattern_override
__init__.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\algorithms\connectivity\__init__.py,technical_script,0.98,pattern_override
test_disjoint_paths.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\algorithms\connectivity\tests\test_disjoint_paths.py,technical_script,0.98,pattern_override
boykovkolmogorov.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\algorithms\flow\boykovkolmogorov.py,technical_script,0.98,pattern_override
unweighted.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\algorithms\shortest_paths\unweighted.py,technical_script,0.98,pattern_override
__init__.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\algorithms\tests\__init__.py,technical_script,0.98,pattern_override
__init__.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\classes\__pycache__\__init__.cpython-311.pyc,compiled_code,0.99,pattern_override
mycielski.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\generators\mycielski.py,technical_script,0.98,pattern_override
trees.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\generators\trees.py,technical_script,0.98,pattern_override
test_nonisomorphic_trees.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\generators\tests\__pycache__\test_nonisomorphic_trees.cpython-311.pyc,compiled_code,0.99,pattern_override
line.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\generators\__pycache__\line.cpython-311.pyc,compiled_code,0.99,pattern_override
union_find.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\networkx\utils\__pycache__\union_find.cpython-311.pyc,compiled_code,0.99,pattern_override
__main__.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\ninja\__pycache__\__main__.cpython-311.pyc,compiled_code,0.99,pattern_override
wordfreq_app.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\nltk\app\__pycache__\wordfreq_app.cpython-311.pyc,compiled_code,0.99,pattern_override
naivebayes.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\nltk\classify\__pycache__\naivebayes.cpython-311.pyc,compiled_code,0.99,pattern_override
api.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\nltk\corpus\reader\api.py,technical_script,0.98,pattern_override
conll.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\nltk\corpus\reader\conll.py,technical_script,0.98,pattern_override
wordnet.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\nltk\corpus\reader\wordnet.py,technical_script,0.98,pattern_override
models.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\nltk\lm\models.py,technical_script,0.98,pattern_override
dependencygraph.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\nltk\parse\dependencygraph.py,technical_script,0.98,pattern_override
api.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\nltk\parse\__pycache__\api.cpython-311.pyc,compiled_code,0.99,pattern_override
relextract.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\nltk\sem\__pycache__\relextract.cpython-311.pyc,compiled_code,0.99,pattern_override
test_naivebayes.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\nltk\test\unit\__pycache__\test_naivebayes.cpython-311.pyc,compiled_code,0.99,pattern_override
context.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\core\runtime\context.py,technical_script,0.98,pattern_override
iterators.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\core\types\__pycache__\iterators.cpython-311.pyc,compiled_code,0.99,pattern_override
analysis.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\core\__pycache__\analysis.cpython-311.pyc,compiled_code,0.99,pattern_override
unicode_support.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\cpython\unicode_support.py,technical_script,0.98,pattern_override
unicode_support.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\cpython\__pycache__\unicode_support.cpython-311.pyc,compiled_code,0.99,pattern_override
codegen.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\cuda\codegen.py,technical_script,0.98,pattern_override
test_managed_alloc.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\cuda\tests\cudadrv\__pycache__\test_managed_alloc.cpython-311.pyc,compiled_code,0.99,pattern_override
test_atomics.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\cuda\tests\cudapy\test_atomics.py,technical_script,0.98,pattern_override
test_array.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\cuda\tests\cudapy\__pycache__\test_array.cpython-311.pyc,compiled_code,0.99,pattern_override
test_gufunc.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\cuda\tests\cudapy\__pycache__\test_gufunc.cpython-311.pyc,compiled_code,0.99,pattern_override
test_reduction.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\cuda\tests\cudapy\__pycache__\test_reduction.cpython-311.pyc,compiled_code,0.99,pattern_override
test_warning.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\cuda\tests\cudapy\__pycache__\test_warning.cpython-311.pyc,compiled_code,0.99,pattern_override
test_laplace.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\cuda\tests\doc_examples\__pycache__\test_laplace.cpython-311.pyc,compiled_code,0.99,pattern_override
test_import.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\cuda\tests\nocuda\__pycache__\test_import.cpython-311.pyc,compiled_code,0.99,pattern_override
decorators.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\cuda\__pycache__\decorators.cpython-311.pyc,compiled_code,0.99,pattern_override
quicksort.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\misc\__pycache__\quicksort.cpython-311.pyc,compiled_code,0.99,pattern_override
npyimpl.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\np\__pycache__\npyimpl.cpython-311.pyc,compiled_code,0.99,pattern_override
error_usecases.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\tests\error_usecases.py,technical_script,0.98,pattern_override
test_array_return.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\tests\test_array_return.py,technical_script,0.98,pattern_override
test_boundscheck.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\tests\test_boundscheck.py,technical_script,0.98,pattern_override
test_buffer_protocol.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\tests\test_buffer_protocol.py,technical_script,0.98,pattern_override
test_compile_cache.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\tests\test_compile_cache.py,technical_script,0.98,pattern_override
test_generators.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\tests\test_generators.py,technical_script,0.98,pattern_override
test_getitem_on_types.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\tests\test_getitem_on_types.py,technical_script,0.98,pattern_override
test_parallel_low_work.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\tests\npyufunc\__pycache__\test_parallel_low_work.cpython-311.pyc,compiled_code,0.99,pattern_override
compile_with_pycc.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\tests\__pycache__\compile_with_pycc.cpython-311.pyc,compiled_code,0.99,pattern_override
test_multi3.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\tests\__pycache__\test_multi3.cpython-311.pyc,compiled_code,0.99,pattern_override
test_target_extension.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numba\tests\__pycache__\test_target_extension.cpython-311.pyc,compiled_code,0.99,pattern_override
overrides.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numpy\core\__pycache__\overrides.cpython-311.pyc,compiled_code,0.99,pattern_override
gnu.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numpy\distutils\fcompiler\__pycache__\gnu.cpython-311.pyc,compiled_code,0.99,pattern_override
lib2def.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numpy\distutils\__pycache__\lib2def.cpython-311.pyc,compiled_code,0.99,pattern_override
func2subr.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numpy\f2py\__pycache__\func2subr.cpython-311.pyc,compiled_code,0.99,pattern_override
format.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numpy\lib\format.py,technical_script,0.98,pattern_override
test_arrayterator.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numpy\lib\tests\__pycache__\test_arrayterator.cpython-311.pyc,compiled_code,0.99,pattern_override
__init__.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numpy\lib\tests\__pycache__\__init__.cpython-311.pyc,compiled_code,0.99,pattern_override
__init__.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numpy\rec\__pycache__\__init__.cpython-311.pyc,compiled_code,0.99,pattern_override
test_public_api.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numpy\tests\test_public_api.py,technical_script,0.98,pattern_override
test_reloading.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numpy\tests\__pycache__\test_reloading.cpython-311.pyc,compiled_code,0.99,pattern_override
test_runtime.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numpy\typing\tests\test_runtime.py,technical_script,0.98,pattern_override
literal.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numpy\typing\tests\data\pass\literal.py,technical_script,0.98,pattern_override
distributions.h,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numpy\_core\include\numpy\random\distributions.h,source_header,0.99,pattern_override
test_cpu_dispatcher.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numpy\_core\tests\test_cpu_dispatcher.py,technical_script,0.98,pattern_override
test_api.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numpy\_core\tests\__pycache__\test_api.cpython-311.pyc,compiled_code,0.99,pattern_override
test_arraymethod.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numpy\_core\tests\__pycache__\test_arraymethod.cpython-311.pyc,compiled_code,0.99,pattern_override
_locales.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numpy\_core\tests\__pycache__\_locales.cpython-311.pyc,compiled_code,0.99,pattern_override
printoptions.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\numpy\_core\__pycache__\printoptions.cpython-311.pyc,compiled_code,0.99,pattern_override
_constants.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\openpyxl\_constants.py,technical_script,0.98,pattern_override
cell.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\openpyxl\cell\cell.py,technical_script,0.98,pattern_override
marker.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\openpyxl\chart\marker.py,technical_script,0.98,pattern_override
marker.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\openpyxl\chart\__pycache__\marker.cpython-311.pyc,compiled_code,0.99,pattern_override
updown_bars.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\openpyxl\chart\__pycache__\updown_bars.cpython-311.pyc,compiled_code,0.99,pattern_override
graphic.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\openpyxl\drawing\graphic.py,technical_script,0.98,pattern_override
__init__.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\openpyxl\drawing\__pycache__\__init__.cpython-311.pyc,compiled_code,0.99,pattern_override
fonts.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\openpyxl\styles\fonts.py,technical_script,0.98,pattern_override
escape.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\openpyxl\utils\escape.py,technical_script,0.98,pattern_override
web.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\openpyxl\workbook\__pycache__\web.cpython-311.pyc,compiled_code,0.99,pattern_override
dimensions.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\openpyxl\worksheet\dimensions.py,technical_script,0.98,pattern_override
smart_tag.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\openpyxl\worksheet\smart_tag.py,technical_script,0.98,pattern_override
__init__.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\opentelemetry\metrics\__pycache__\__init__.cpython-311.pyc,compiled_code,0.99,pattern_override
__init__.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\opentelemetry\proto\collector\metrics\__init__.py,technical_script,0.98,pattern_override
__init__.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\opentelemetry\sdk\metrics\export\__pycache__\__init__.cpython-311.pyc,compiled_code,0.99,pattern_override
exemplar_reservoir.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\opentelemetry\sdk\metrics\_internal\exemplar\__pycache__\exemplar_reservoir.cpython-311.pyc,compiled_code,0.99,pattern_override
_always_off.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\opentelemetry\sdk\trace\_sampling_experimental\__pycache__\_always_off.cpython-311.pyc,compiled_code,0.99,pattern_override
__init__.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\opentelemetry\sdk\_logs\__init__.py,technical_script,0.98,pattern_override
url_attributes.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\opentelemetry\semconv\attributes\__pycache__\url_attributes.cpython-311.pyc,compiled_code,0.99,pattern_override
user_attributes.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\opentelemetry\semconv\_incubating\attributes\user_attributes.py,technical_script,0.98,pattern_override
system_metrics.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\opentelemetry\semconv\_incubating\metrics\__pycache__\system_metrics.cpython-311.pyc,compiled_code,0.99,pattern_override
tfkeras.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\optuna\integration\tfkeras.py,technical_script,0.98,pattern_override
_random.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\optuna\samplers\_random.py,technical_script,0.98,pattern_override
_elite_population_selection_strategy.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\optuna\samplers\nsgaii\__pycache__\_elite_population_selection_strategy.cpython-311.pyc,compiled_code,0.99,pattern_override
__init__.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\optuna\samplers\__pycache__\__init__.cpython-311.pyc,compiled_code,0.99,pattern_override
